id,name
42967,Аппаратчик производства сульфомасел и ядохимикатов
42968,Аппаратчик производства сухих молочных продуктов
42969,Аппаратчик производства термической фосфорной кислоты
42970,Аппаратчик производства технической продукции
42971,Аппаратчик производства топленого масла
42972,Аппаратчик производства тормозной жидкости и антифризов
42973,Аппаратчик производства фенилметилуретилана
42974,Аппаратчик производства ферментов и плазмозаменяющих препаратов
42975,Аппаратчик производства формованного кокса
42976,Аппаратчик производства фосфора
42977,Аппаратчик производства фосфорных соединений
42978,Аппаратчик производства фталоцианиновых красителей
42979,Аппаратчик производства фтористого натрия
42980,Аппаратчик производства химических реактивов
42981,Аппаратчик производства хромовых соединений
42982,Аппаратчик производства цианистых металлов
42983,Аппаратчик производства цинкового купороса
42984,Аппаратчик производства цинковой пыли
42985,Аппаратчик производства шампанского
42986,Аппаратчик прокаливания
42987,Аппаратчик промывки
42988,"Аппаратчик промывки мездры, шерсти, щетины и волос"
42989,Аппаратчик пропитки
42990,Аппаратчик пропитки
42991,Аппаратчик пропитки и сушки асбостальных листов
42992,Аппаратчик пропитки облицовочных материалов
42993,Аппаратчик процесса брожения
42994,Аппаратчик разложения
42995,Аппаратчик рассева
42996,Аппаратчик растворения
42997,Аппаратчик растворения лаковых основ
42998,Аппаратчик расщепления жиров
42999,Аппаратчик рафинации жиров и масел
43000,Аппаратчик рафинирования крахмала
43001,Аппаратчик рафинирования щелочных металлов
43002,Аппаратчик регенерации
43003,Аппаратчик регенерации воскомассы
43004,Аппаратчик рекристаллизации
43005,Аппаратчик рекуперации
43006,Аппаратчик сгустителей
43007,Аппаратчик сепарирования
43008,Аппаратчик сепарирования и флотации
43009,Аппаратчик-сернильщик
43010,Аппаратчик сжигания
43011,Аппаратчик сжигания сероводорода
43012,Аппаратчик-сиккативовар
43013,Аппаратчик силиконирования
43014,Аппаратчик синтеза
43015,Аппаратчик скипидарной установки
43016,Аппаратчик смесителей
43017,Аппаратчик смешивания
43018,Аппаратчик смешивания красителей
43019,Аппаратчик созревания оболочки
43020,Аппаратчик солеобогатительной установки
43021,Аппаратчик солеобразования
43022,Аппаратчик составления эмалей
43023,Аппаратчик спекания
43024,Аппаратчик сплавления
43025,Аппаратчик средоварения
43026,Аппаратчик стандартизации
43027,Аппаратчик стандартизации в производстве пластических масс
43028,Аппаратчик стерилизации
43029,Аппаратчик стерилизации консервов
43030,Аппаратчик сублимационной установки
43031,Аппаратчик-сульфировщик
43032,Аппаратчик сульфитации овощей и фруктов
43033,Аппаратчик-сульфитировщик
43034,Аппаратчик сушильной установки
43035,Аппаратчик-сушильщик
43036,Аппаратчик сушки
43037,Аппаратчик сушки и карбонизации лигнина и целлолигнита
43038,Аппаратчик сушки и окисления магнетита
43039,Аппаратчик сушки клея и желатина
43040,Аппаратчик сушки кости-паренки
43041,Аппаратчик сушки спичечных коробок
43042,Аппаратчик талловой установки
43043,Аппаратчик теплоутилизации
43044,Аппаратчик термической активации углей
43045,Аппаратчик термической коагуляции белковых веществ
43046,Аппаратчик термической обработки мясопродуктов
43047,Аппаратчик термической обработки субпродуктов
43048,Аппаратчик термовлажностной обработки
43049,Аппаратчик термообработки коксуемой шихты
43050,Аппаратчик термообработки пластмассовых изделий
43051,Аппаратчик термообработки ткани
43052,Аппаратчик терморелаксации пряжи
43053,Аппаратчик термостабилизации
43054,Аппаратчик томатосокового агрегата
43055,Аппаратчик увлажнения
43056,Аппаратчик углеобогащения
43057,Аппаратчик улавливания жиров
43058,Аппаратчик упаривания и сгущения продуктов
43059,Аппаратчик уплотнения технического углерода
43060,Аппаратчик установки для отделения мяса от кости
43061,Аппаратчик установки нейтрального газа
43062,Аппаратчик установки опытного производства
43063,Аппаратчик установки производства отбельной земли
43064,Аппаратчик утилизации конфискатов
43065,Аппаратчик фенилирования
43066,Аппаратчик ферментации затора
43067,Аппаратчик ферментации препаратов биосинтеза
43068,Аппаратчик ферментации эфиромасличного сырья
43069,Аппаратчик фиксации
43070,Аппаратчик фильтрации
43071,Аппаратчик-фирнисовар
43072,Аппаратчик формования синтетического каучука
43073,Аппаратчик формования химического волокна
43074,Аппаратчик формования целлофановой пленки
43075,Аппаратчик форполимеризации
43076,Аппаратчик фотохимического синтеза
43077,Аппаратчик хемосорбции
43078,Аппаратчик химводоочистки
43079,Аппаратчик химводоочистки электростанции
43080,Аппаратчик химической обработки технического сырья
43081,Аппаратчик химической очистки препаратов биосинтеза
43082,Аппаратчик химической чистки
43083,Аппаратчик хлорирования и станнирования
43084,Аппаратчик центрифугирования
43085,Аппаратчик циклизации
43086,Аппаратчик чешуирования
43087,Аппаратчик чистки ковровых изделий
43088,Аппаратчик чистки пухоперовых изделий
43089,Аппаратчик шаровых мельниц
43090,Аппаратчик экстрагирования
43091,Аппаратчик экстрагирования таннидов
43092,Аппаратчик-экстракторщик
43093,Аппаратчик электролиза
43094,Аппаратчик электролитического обезжиривания
43095,Аппаратчик электрохимического производства тантала
43096,Аппаратчик этаноламиновой установки
43097,Аппаратчик этерифакации
43098,Аппаратчик этиленгликолевой установки
43099,Аппретурщик
43100,Арматурщик
43101,Арматурщик
43102,Арматурщик железобетонных судов
43103,Арматурщик язычковых инструментов
43104,Армировщик
43105,Армировщик кабельных изделий
43106,Армировщик санитарно-строительных изделий
43107,Армировщик электрокерамических изделий
43108,Ароматизаторщик
43109,Аспираторщик
43110,Асфальтировщик труб
43111,Асфальтобетонщик
43112,Асфальтобетонщик-варильщик
43113,Аэрографист
43114,Аэрографист
43115,Аэрографист щипковых инструментов
43116,Аэрографщик
43117,Аэродромный рабочий
43118,Аэрозольщик
43119,Бакелизаторщик
43120,Бакелитчик (пропитчик)
43121,Балансировщик деталей и узлов
43122,Балансировщик-заливщик абразивных кругов
43123,Балансировщик инструментов из алмазов и сверхтвердых материалов
43124,Балансировщик шин
43125,Бандажировщик
43126,Бандажник
43127,Барильетчик
43128,Бармен
43129,Бассейнщик
43130,Батанщик
43131,Бахромщик
43132,Бегунщик
43133,Бегунщик смесительных бегунов
43134,Беконщик
43135,Бетонщик
43136,Битумщик
43137,Бланшировщик
43138,Блокировщик стеклоизделий
43139,Боец скота
43140,Бондарь
43141,Бондарь-укупорщик
43142,Бондарь-укупорщик
43143,Бортмеханик
43144,Бортоператор по проверке магистральных трубопроводов
43145,Бортоператор грузовых самолетов
43146,"Бортоператор (первый, второй)"
43147,Бортпроводник
43148,Бортрадист
43149,Бортштурман
43150,Боцман
43151,Боцман береговой
43152,Бригадир бункеров
43153,Бригадир бурильного отделения
43154,Бригадир двора изложниц
43155,Бригадир заготовительного отделения
43156,Бригадир изыскательской русловой партии
43157,Бригадир колодцев замедленного охлаждения металла
43158,Бригадир молотового отделения
43159,Бригадир муфтосварочного отделения
43160,"Бригадир на отделке, сортировке, приемке, сдаче, пакетировке и упаковке металла и готовой продукции"
43161,Бригадир-настройщик трубоэлектросварочных станов
43162,Бригадир на участках основного производства
43163,Бригадир обдирочно-зачистного отделения
43164,Бригадир (освобожденный) по текущему содержанию и ремонту пути и искусственных сооружений
43165,Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов
43166,Бригадир осмотра и механообработки колес
